ID,日付,昨年実績,日割予算
12,2008-08-01,169900,200000
12,2008-08-02,226000,300000
12,2008-08-03,320300,300000
12,2008-08-04,179800,200000
12,2008-08-05,180800,200000
12,2008-08-06,182400,200000
12,2008-08-07,280200,200000
12,2008-08-08,212100,200000
12,2008-08-09,302700,300000
12,2008-08-10,237300,300000
12,2008-08-11,240000,200000
12,2008-08-12,226700,200000
12,2008-08-13,236500,200000
12,2008-08-14,189700,250000
12,2008-08-15,236800,250000
12,2008-08-16,191500,250000
12,2008-08-17,222100,250000
12,2008-08-18,135000,150000
12,2008-08-19,189400,150000
12,2008-08-20,168000,150000
12,2008-08-21,108300,150000
12,2008-08-22,148100,150000
12,2008-08-23,332700,250000
12,2008-08-24,303100,250000
12,2008-08-25,180600,150000
12,2008-08-26,163300,150000
12,2008-08-27,152700,150000
12,2008-08-28,107700,150000
12,2008-08-29,330700,150000
12,2008-08-30,200800,250000
12,2008-08-31,145800,250000
23,2008-08-01,153700,150000
23,2008-08-02,159200,230000
23,2008-08-03,150980,230000
23,2008-08-04,247000,130000
23,2008-08-05,281600,130000
23,2008-08-06,100540,130000
23,2008-08-07,52800,130000
23,2008-08-08,150624,130000
23,2008-08-09,150480,200000
23,2008-08-10,121400,200000
23,2008-08-11,220000,280000
23,2008-08-12,145800,280000
23,2008-08-13,81400,220000
23,2008-08-14,166500,220000
23,2008-08-15,160540,220000
23,2008-08-16,309700,300000
23,2008-08-17,198330,250000
23,2008-08-18,73800,140000
23,2008-08-19,387700,140000
23,2008-08-20,102840,130000
23,2008-08-21,340000,130000
23,2008-08-22,100740,130000
23,2008-08-23,100900,250000
23,2008-08-24,161340,250000
23,2008-08-25,320000,150000
23,2008-08-26,62100,150000
23,2008-08-27,285120,150000
23,2008-08-28,108000,150000
23,2008-08-29,184000,200000
23,2008-08-30,132000,300000
23,2008-08-31,64800,300000
14,2008-08-01,154600,150000
14,2008-08-02,178700,200000
14,2008-08-03,151100,200000
14,2008-08-04,175000,200000
14,2008-08-05,156800,200000
14,2008-08-06,167900,200000
14,2008-08-07,191600,200000
14,2008-08-08,270000,200000
14,2008-08-09,157100,200000
14,2008-08-10,250300,150000
14,2008-08-11,102800,150000
14,2008-08-12,202400,150000
14,2008-08-13,131600,150000
14,2008-08-14,209400,150000
14,2008-08-15,103900,150000
14,2008-08-16,118000,150000
14,2008-08-17,106700,150000
14,2008-08-18,196000,200000
14,2008-08-19,214100,200000
14,2008-08-20,216700,200000
14,2008-08-21,219000,200000
14,2008-08-22,291300,200000
14,2008-08-23,201600,200000
14,2008-08-24,242100,200000
14,2008-08-25,285400,250000
14,2008-08-26,252300,250000
14,2008-08-27,132000,250000
14,2008-08-28,308300,250000
14,2008-08-29,236300,250000
14,2008-08-30,224000,200000
14,2008-08-31,175000,200000
15,2008-08-01,237300,300000
15,2008-08-02,269200,450000
15,2008-08-03,317600,400000
15,2008-08-04,304500,300000
15,2008-08-05,397000,300000
15,2008-08-06,329600,300000
15,2008-08-07,373300,300000
15,2008-08-08,268900,300000
15,2008-08-09,425800,400000
15,2008-08-10,261600,350000
15,2008-08-11,312600,300000
15,2008-08-12,354000,300000
15,2008-08-13,311000,300000
15,2008-08-14,295100,300000
15,2008-08-15,256700,300000
15,2008-08-16,423100,400000
15,2008-08-17,393500,400000
15,2008-08-18,360500,300000
15,2008-08-19,218600,300000
15,2008-08-20,226900,300000
15,2008-08-21,302080,300000
15,2008-08-22,304400,300000
15,2008-08-23,506600,500000
15,2008-08-24,352100,450000
15,2008-08-25,241900,300000
15,2008-08-26,253400,300000
15,2008-08-27,189200,300000
15,2008-08-28,361300,300000
15,2008-08-29,380480,300000
15,2008-08-30,405100,450000
15,2008-08-31,420700,400000
17,2008-08-01,200600,300000
17,2008-08-02,253200,400000
17,2008-08-03,611300,450000
17,2008-08-04,307800,350000
17,2008-08-05,385000,300000
17,2008-08-06,300400,300000
17,2008-08-07,303500,300000
17,2008-08-08,418700,300000
17,2008-08-09,419300,450000
17,2008-08-10,360100,450000
17,2008-08-11,529000,350000
17,2008-08-12,355300,300000
17,2008-08-13,0,300000
17,2008-08-14,0,300000
17,2008-08-15,477800,300000
17,2008-08-16,375800,450000
17,2008-08-17,551500,450000
17,2008-08-18,436900,350000
17,2008-08-19,301100,0
17,2008-08-20,225800,350000
17,2008-08-21,333500,350000
17,2008-08-22,481600,350000
17,2008-08-23,355100,450000
17,2008-08-24,551200,450000
17,2008-08-25,350000,350000
17,2008-08-26,300000,350000
17,2008-08-27,316400,350000
17,2008-08-28,477800,350000
17,2008-08-29,301300,350000
17,2008-08-30,366000,450000
17,2008-08-31,402300,450000
18,2008-08-01,150000,150000
18,2008-08-02,334800,250000
18,2008-08-03,177300,300000
18,2008-08-04,174800,150000
18,2008-08-05,410500,150000
18,2008-08-06,125800,150000
18,2008-08-07,132500,150000
18,2008-08-08,164600,150000
18,2008-08-09,138000,300000
18,2008-08-10,355300,300000
18,2008-08-11,102100,150000
18,2008-08-12,133500,150000
18,2008-08-13,268300,200000
18,2008-08-14,370400,200000
18,2008-08-15,142300,200000
18,2008-08-16,212700,350000
18,2008-08-17,225000,300000
18,2008-08-18,153100,150000
18,2008-08-19,244400,150000
18,2008-08-20,61100,150000
18,2008-08-21,213600,150000
18,2008-08-22,264600,150000
18,2008-08-23,292400,350000
18,2008-08-24,424000,350000
18,2008-08-25,91000,150000
18,2008-08-26,120000,150000
18,2008-08-27,181400,150000
18,2008-08-28,122600,150000
18,2008-08-29,87600,150000
18,2008-08-30,235600,350000
18,2008-08-31,370400,350000
13,2008-08-01,359000,400000
13,2008-08-02,250200,500000
13,2008-08-03,176500,500000
13,2008-08-04,424000,300000
13,2008-08-05,252200,300000
13,2008-08-06,383000,300000
13,2008-08-07,203700,300000
13,2008-08-08,240400,300000
13,2008-08-09,525600,450000
13,2008-08-10,252700,450000
13,2008-08-11,268200,300000
13,2008-08-12,350000,300000
13,2008-08-13,329000,300000
13,2008-08-14,162300,300000
13,2008-08-15,214100,300000
13,2008-08-16,1099500,400000
13,2008-08-17,1432100,400000
13,2008-08-18,713400,200000
13,2008-08-19,320600,200000
13,2008-08-20,550800,200000
13,2008-08-21,526500,200000
13,2008-08-22,742900,1000000
13,2008-08-23,223300,1500000
13,2008-08-24,734900,800000
13,2008-08-25,440800,500000
13,2008-08-26,300800,500000
13,2008-08-27,550000,500000
13,2008-08-28,205300,500000
13,2008-08-29,453000,500000
13,2008-08-30,308400,650000
13,2008-08-31,301700,650000
27,2008-08-01,393600,150000
27,2008-08-02,227600,300000
27,2008-08-03,185500,300000
27,2008-08-04,118500,100000
27,2008-08-05,117800,150000
27,2008-08-06,49600,150000
27,2008-08-07,117900,150000
27,2008-08-08,64000,150000
27,2008-08-09,80800,250000
27,2008-08-10,36000,250000
27,2008-08-11,183500,100000
27,2008-08-12,315800,100000
27,2008-08-13,178500,100000
27,2008-08-14,64600,100000
27,2008-08-15,111600,100000
27,2008-08-16,88600,250000
27,2008-08-17,216800,250000
27,2008-08-18,138800,100000
27,2008-08-19,170400,100000
27,2008-08-20,55000,100000
27,2008-08-21,124900,100000
27,2008-08-22,55100,100000
27,2008-08-23,103100,400000
27,2008-08-24,58000,400000
27,2008-08-25,401100,250000
27,2008-08-26,552000,250000
27,2008-08-27,136700,250000
27,2008-08-28,212200,250000
27,2008-08-29,297000,250000
27,2008-08-30,112800,500000
27,2008-08-31,399900,500000
28,2008-08-01,63000,100000
28,2008-08-02,351000,350000
28,2008-08-03,301100,400000
28,2008-08-04,170300,100000
28,2008-08-05,61000,100000
28,2008-08-06,130300,100000
28,2008-08-07,48100,100000
28,2008-08-08,102500,150000
28,2008-08-09,250700,400000
28,2008-08-10,570200,450000
28,2008-08-11,121500,100000
28,2008-08-12,130200,100000
28,2008-08-13,91400,150000
28,2008-08-14,102200,150000
28,2008-08-15,145700,150000
28,2008-08-16,318600,400000
28,2008-08-17,297100,350000
28,2008-08-18,100700,100000
28,2008-08-19,90800,100000
28,2008-08-20,83900,130000
28,2008-08-21,110900,100000
28,2008-08-22,163900,150000
28,2008-08-23,213600,300000
28,2008-08-24,401900,350000
28,2008-08-25,121300,100000
28,2008-08-26,101000,100000
28,2008-08-27,135500,120000
28,2008-08-28,160300,100000
28,2008-08-29,140200,150000
28,2008-08-30,208100,250000
28,2008-08-31,347000,300000
16,2008-08-01,70300,200000
16,2008-08-02,189700,300000
16,2008-08-03,243800,300000
16,2008-08-04,346000,150000
16,2008-08-05,172400,150000
16,2008-08-06,108000,150000
16,2008-08-07,146300,150000
16,2008-08-08,147400,200000
16,2008-08-09,127200,250000
16,2008-08-10,104500,250000
16,2008-08-11,175200,150000
16,2008-08-12,154600,150000
16,2008-08-13,263100,150000
16,2008-08-14,163900,150000
16,2008-08-15,114500,200000
16,2008-08-16,181800,300000
16,2008-08-17,227400,300000
16,2008-08-18,162100,150000
16,2008-08-19,135700,150000
16,2008-08-20,162600,150000
16,2008-08-21,68600,150000
16,2008-08-22,118600,200000
16,2008-08-23,131700,300000
16,2008-08-24,139500,250000
16,2008-08-25,216500,150000
16,2008-08-26,119300,150000
16,2008-08-27,145400,150000
16,2008-08-28,223800,150000
16,2008-08-29,148200,150000
16,2008-08-30,79300,200000
16,2008-08-31,104000,200000
32,2008-08-01,43500,80000
32,2008-08-02,147500,150000
32,2008-08-03,156300,150000
32,2008-08-04,51300,80000
32,2008-08-05,0,0
32,2008-08-06,150800,100000
32,2008-08-07,66200,80000
32,2008-08-08,51900,80000
32,2008-08-09,167600,100000
32,2008-08-10,125900,100000
32,2008-08-11,105600,80000
32,2008-08-12,51800,80000
32,2008-08-13,79100,80000
32,2008-08-14,15000,100000
32,2008-08-15,36400,100000
32,2008-08-16,220800,150000
32,2008-08-17,68600,150000
32,2008-08-18,58800,80000
32,2008-08-19,0,0
32,2008-08-20,108100,100000
32,2008-08-21,59000,80000
32,2008-08-22,65300,80000
32,2008-08-23,109400,150000
32,2008-08-24,125200,150000
32,2008-08-25,49600,80000
32,2008-08-26,13600,80000
32,2008-08-27,110900,80000
32,2008-08-28,95200,80000
32,2008-08-29,88100,80000
32,2008-08-30,181200,150000
32,2008-08-31,116900,150000
33,2008-08-01,75700,150000
33,2008-08-02,74300,250000
33,2008-08-03,191600,200000
33,2008-08-04,87800,150000
33,2008-08-05,161700,150000
33,2008-08-06,125300,150000
33,2008-08-07,63700,150000
33,2008-08-08,135600,150000
33,2008-08-09,131100,250000
33,2008-08-10,339000,250000
33,2008-08-11,270500,100000
33,2008-08-12,170900,100000
33,2008-08-13,138100,100000
33,2008-08-14,200700,100000
33,2008-08-15,110400,100000
33,2008-08-16,162500,250000
33,2008-08-17,150500,200000
33,2008-08-18,0,0
33,2008-08-19,86900,100000
33,2008-08-20,145900,100000
33,2008-08-21,37200,100000
33,2008-08-22,91100,100000
33,2008-08-23,200000,200000
33,2008-08-24,302700,200000
33,2008-08-25,49400,100000
33,2008-08-26,88500,100000
33,2008-08-27,108100,100000
33,2008-08-28,58100,100000
33,2008-08-29,145900,100000
33,2008-08-30,90800,200000
33,2008-08-31,218900,200000
30,2008-08-01,198700,200000
30,2008-08-02,158800,300000
30,2008-08-03,167500,280000
30,2008-08-04,36000,180000
30,2008-08-05,103500,210000
30,2008-08-06,219500,210000
30,2008-08-07,270500,220000
30,2008-08-08,264700,190000
30,2008-08-09,332100,300000
30,2008-08-10,174300,280000
30,2008-08-11,131400,180000
30,2008-08-12,370900,200000
30,2008-08-13,203200,200000
30,2008-08-14,211100,200000
30,2008-08-15,197000,180000
30,2008-08-16,331200,320000
30,2008-08-17,305800,300000
30,2008-08-18,245000,150000
30,2008-08-19,327400,190000
30,2008-08-20,129600,190000
30,2008-08-21,134200,190000
30,2008-08-22,134200,170000
30,2008-08-23,249000,250000
30,2008-08-24,205600,230000
30,2008-08-25,94200,120000
30,2008-08-26,149200,160000
30,2008-08-27,85600,160000
30,2008-08-28,319100,160000
30,2008-08-29,264500,150000
30,2008-08-30,154100,230000
30,2008-08-31,255000,200000
31,2008-08-01,47540,100000
31,2008-08-02,203600,250000
31,2008-08-03,322100,250000
31,2008-08-04,368700,100000
31,2008-08-05,72900,100000
31,2008-08-06,154500,100000
31,2008-08-07,101400,100000
31,2008-08-08,301900,100000
31,2008-08-09,267200,250000
31,2008-08-10,352000,250000
31,2008-08-11,96400,100000
31,2008-08-12,117600,100000
31,2008-08-13,241000,100000
31,2008-08-14,183200,100000
31,2008-08-15,209000,100000
31,2008-08-16,336300,250000
31,2008-08-17,225000,250000
31,2008-08-18,51800,100000
31,2008-08-19,183600,100000
31,2008-08-20,155200,100000
31,2008-08-21,93400,100000
31,2008-08-22,54600,100000
31,2008-08-23,259500,250000
31,2008-08-24,225100,250000
31,2008-08-25,44600,100000
31,2008-08-26,136800,150000
31,2008-08-27,83800,150000
31,2008-08-28,169400,150000
31,2008-08-29,69200,150000
31,2008-08-30,150300,350000
31,2008-08-31,177600,350000
69,2008-08-01,119000,100000
69,2008-08-02,56300,130000
69,2008-08-03,48300,130000
69,2008-08-04,67200,100000
69,2008-08-05,0,0
69,2008-08-06,96000,100000
69,2008-08-07,136000,100000
69,2008-08-08,59900,100000
69,2008-08-09,26600,130000
69,2008-08-10,73600,130000
69,2008-08-11,139000,100000
69,2008-08-12,0,0
69,2008-08-13,85600,100000
69,2008-08-14,78800,100000
69,2008-08-15,204400,100000
69,2008-08-16,94400,130000
69,2008-08-17,114300,130000
69,2008-08-18,104700,100000
69,2008-08-19,0,0
69,2008-08-20,177300,100000
69,2008-08-21,96400,100000
69,2008-08-22,24500,100000
69,2008-08-23,129300,130000
69,2008-08-24,112000,130000
69,2008-08-25,104000,100000
69,2008-08-26,0,0
69,2008-08-27,105300,100000
69,2008-08-28,142600,100000
69,2008-08-29,96700,100000
69,2008-08-30,74400,130000
69,2008-08-31,64700,130000
29,2008-08-01,256600,110000
29,2008-08-02,223100,200000
29,2008-08-03,195400,220000
29,2008-08-04,173700,110000
29,2008-08-05,62800,130000
29,2008-08-06,77700,130000
29,2008-08-07,55000,130000
29,2008-08-08,159900,110000
29,2008-08-09,151700,200000
29,2008-08-10,236200,220000
29,2008-08-11,76000,110000
29,2008-08-12,252500,130000
29,2008-08-13,73400,130000
29,2008-08-14,205900,130000
29,2008-08-15,137200,110000
29,2008-08-16,68400,160000
29,2008-08-17,136300,160000
29,2008-08-18,71300,110000
29,2008-08-19,36600,130000
29,2008-08-20,25800,130000
29,2008-08-21,79000,130000
29,2008-08-22,59300,110000
29,2008-08-23,133800,180000
29,2008-08-24,283300,220000
29,2008-08-25,59600,0
29,2008-08-26,64500,0
29,2008-08-27,55800,0
29,2008-08-28,54400,0
29,2008-08-29,80000,300000
29,2008-08-30,70500,350000
29,2008-08-31,92200,350000
35,2008-08-01,85000,100000
35,2008-08-02,92200,150000
35,2008-08-03,40000,150000
35,2008-08-04,159400,100000
35,2008-08-05,127100,100000
35,2008-08-06,94000,100000
35,2008-08-07,125900,100000
35,2008-08-08,150600,100000
35,2008-08-09,182200,150000
35,2008-08-10,141500,150000
35,2008-08-11,113100,100000
35,2008-08-12,133700,100000
35,2008-08-13,187000,100000
35,2008-08-14,163000,100000
35,2008-08-15,101600,100000
35,2008-08-16,185500,150000
35,2008-08-17,160900,150000
35,2008-08-18,77800,100000
35,2008-08-19,47300,100000
35,2008-08-20,252800,100000
35,2008-08-21,165800,100000
35,2008-08-22,121300,100000
35,2008-08-23,140900,150000
35,2008-08-24,154900,100000
35,2008-08-25,64000,100000
35,2008-08-26,146300,100000
35,2008-08-27,247900,100000
35,2008-08-28,79400,100000
35,2008-08-29,56800,100000
35,2008-08-30,100400,150000
35,2008-08-31,53400,100000
19,2008-08-01,177220,200000
19,2008-08-02,172240,250000
19,2008-08-03,202160,250000
19,2008-08-04,253060,200000
19,2008-08-05,160740,200000
19,2008-08-06,200980,200000
19,2008-08-07,339200,200000
19,2008-08-08,160460,200000
19,2008-08-09,350600,300000
19,2008-08-10,213060,300000
19,2008-08-11,166900,200000
19,2008-08-12,172660,200000
19,2008-08-13,410120,250000
19,2008-08-14,287780,250000
19,2008-08-15,200300,250000
19,2008-08-16,336920,350000
19,2008-08-17,250400,350000
19,2008-08-18,317940,230000
19,2008-08-19,150400,230000
19,2008-08-20,118800,230000
19,2008-08-21,159800,210000
19,2008-08-22,920240,800000
19,2008-08-23,1247940,800000
19,2008-08-24,800300,700000
19,2008-08-25,177060,270000
19,2008-08-26,226500,270000
19,2008-08-27,169260,270000
19,2008-08-28,258300,270000
19,2008-08-29,140340,270000
19,2008-08-30,143100,400000
19,2008-08-31,118300,400000
20,2008-08-01,100600,200000
20,2008-08-02,262500,350000
20,2008-08-03,234290,350000
20,2008-08-04,105600,200000
20,2008-08-05,185500,200000
20,2008-08-06,252560,200000
20,2008-08-07,255500,200000
20,2008-08-08,217020,200000
20,2008-08-09,214700,350000
20,2008-08-10,355400,350000
20,2008-08-11,254720,250000
20,2008-08-12,240300,250000
20,2008-08-13,197900,250000
20,2008-08-14,203800,250000
20,2008-08-15,240320,250000
20,2008-08-16,243300,350000
20,2008-08-17,448600,350000
20,2008-08-18,257600,250000
20,2008-08-19,0,0
20,2008-08-20,429600,200000
20,2008-08-21,460760,200000
20,2008-08-22,631600,400000
20,2008-08-23,622800,550000
20,2008-08-24,300200,500000
20,2008-08-25,292500,300000
20,2008-08-26,314200,300000
20,2008-08-27,277260,300000
20,2008-08-28,200900,300000
20,2008-08-29,138880,300000
20,2008-08-30,494400,450000
20,2008-08-31,302400,400000
21,2008-08-01,152760,200000
21,2008-08-02,387080,280000
21,2008-08-03,217160,260000
21,2008-08-04,150200,200000
21,2008-08-05,141060,200000
21,2008-08-06,86300,200000
21,2008-08-07,120400,200000
21,2008-08-08,117920,200000
21,2008-08-09,217520,280000
21,2008-08-10,165300,260000
21,2008-08-11,200620,200000
21,2008-08-12,161900,200000
21,2008-08-13,227900,200000
21,2008-08-14,127520,200000
21,2008-08-15,186160,200000
21,2008-08-16,143400,330000
21,2008-08-17,288020,300000
21,2008-08-18,51540,200000
21,2008-08-19,181720,200000
21,2008-08-20,150200,200000
21,2008-08-21,248960,200000
21,2008-08-22,1379500,200000
21,2008-08-23,820500,650000
21,2008-08-24,536580,550000
21,2008-08-25,50660,200000
21,2008-08-26,214500,210000
21,2008-08-27,152200,210000
21,2008-08-28,224200,210000
21,2008-08-29,180600,210000
21,2008-08-30,378100,350000
21,2008-08-31,259100,300000
22,2008-08-01,224300,350000
22,2008-08-02,414400,500000
22,2008-08-03,314200,450000
22,2008-08-04,471500,350000
22,2008-08-05,379700,350000
22,2008-08-06,304300,350000
22,2008-08-07,275760,350000
22,2008-08-08,495500,400000
22,2008-08-09,451160,550000
22,2008-08-10,452000,500000
22,2008-08-11,332100,350000
22,2008-08-12,451160,350000
22,2008-08-13,300860,350000
22,2008-08-14,341000,350000
22,2008-08-15,300100,400000
22,2008-08-16,291200,550000
22,2008-08-17,252500,500000
22,2008-08-18,265100,350000
22,2008-08-19,281800,350000
22,2008-08-20,254480,350000
22,2008-08-21,288800,350000
22,2008-08-22,264800,350000
22,2008-08-23,1276000,450000
22,2008-08-24,613040,500000
22,2008-08-25,1056800,400000
22,2008-08-26,742500,400000
22,2008-08-27,498600,450000
22,2008-08-28,316040,450000
22,2008-08-29,320100,550000
22,2008-08-30,320880,800000
22,2008-08-31,739140,750000
24,2008-08-01,175400,150000
24,2008-08-02,148000,250000
24,2008-08-03,191000,250000
24,2008-08-04,326700,150000
24,2008-08-05,179200,150000
24,2008-08-06,136700,150000
24,2008-08-07,74600,150000
24,2008-08-08,150960,400000
24,2008-08-09,330600,350000
24,2008-08-10,292360,300000
24,2008-08-11,212720,200000
24,2008-08-12,53800,200000
24,2008-08-13,176100,200000
24,2008-08-14,123600,200000
24,2008-08-15,206320,150000
24,2008-08-16,216000,0
24,2008-08-17,128700,0
24,2008-08-18,156900,0
24,2008-08-19,253100,0
24,2008-08-20,197100,0
24,2008-08-21,483400,0
24,2008-08-22,618700,0
24,2008-08-23,366300,0
24,2008-08-24,232800,0
24,2008-08-25,226600,0
24,2008-08-26,427500,0
24,2008-08-27,75400,0
24,2008-08-28,256600,0
24,2008-08-29,123800,0
24,2008-08-30,150700,0
24,2008-08-31,105200,0
26,2008-08-01,292840,150000
26,2008-08-02,269300,250000
26,2008-08-03,251160,200000
26,2008-08-04,207560,150000
26,2008-08-05,460400,150000
26,2008-08-06,246000,150000
26,2008-08-07,176000,150000
26,2008-08-08,187000,150000
26,2008-08-09,231440,250000
26,2008-08-10,335900,200000
26,2008-08-11,145400,150000
26,2008-08-12,210740,150000
26,2008-08-13,148400,150000
26,2008-08-14,141300,150000
26,2008-08-15,324650,150000
26,2008-08-16,172160,250000
26,2008-08-17,243800,200000
26,2008-08-18,81600,150000
26,2008-08-19,352700,150000
26,2008-08-20,172000,150000
26,2008-08-21,220800,150000
26,2008-08-22,243000,150000
26,2008-08-23,388200,400000
26,2008-08-24,178500,300000
26,2008-08-25,705540,200000
26,2008-08-26,362800,200000
26,2008-08-27,180740,200000
26,2008-08-28,380700,200000
26,2008-08-29,246600,200000
26,2008-08-30,258000,300000
26,2008-08-31,212800,250000
25,2008-08-01,279700,220000
25,2008-08-02,112600,220000
25,2008-08-03,28800,220000
25,2008-08-04,689700,200000
25,2008-08-05,271400,200000
25,2008-08-06,65000,200000
25,2008-08-07,86900,200000
25,2008-08-08,422000,200000
25,2008-08-09,34300,200000
25,2008-08-10,79800,200000
25,2008-08-11,111600,120000
25,2008-08-12,135700,120000
25,2008-08-13,29100,120000
25,2008-08-14,217700,120000
25,2008-08-15,157900,120000
25,2008-08-16,116800,120000
25,2008-08-17,236000,120000
25,2008-08-18,225600,150000
25,2008-08-19,374800,150000
25,2008-08-20,83400,150000
25,2008-08-21,11000,150000
25,2008-08-22,8000,150000
25,2008-08-23,168000,150000
25,2008-08-24,128000,150000
25,2008-08-25,394600,150000
25,2008-08-26,284400,150000
25,2008-08-27,90000,150000
25,2008-08-28,22800,150000
25,2008-08-29,167400,150000
25,2008-08-30,187000,150000
25,2008-08-31,5600,150000
68,2008-08-01,26700,150000
68,2008-08-02,216000,400000
68,2008-08-03,20400,400000
68,2008-08-04,153800,150000
68,2008-08-05,121100,150000
68,2008-08-06,23000,150000
68,2008-08-07,86000,150000
68,2008-08-08,47000,150000
68,2008-08-09,170200,300000
68,2008-08-10,41300,300000
68,2008-08-11,71700,150000
68,2008-08-12,89400,150000
68,2008-08-13,63500,150000
68,2008-08-14,126900,150000
68,2008-08-15,101260,150000
68,2008-08-16,61900,300000
68,2008-08-17,53400,300000
68,2008-08-18,155240,150000
68,2008-08-19,158300,150000
68,2008-08-20,45500,150000
68,2008-08-21,124800,150000
68,2008-08-22,138000,150000
68,2008-08-23,65500,250000
68,2008-08-24,40100,250000
68,2008-08-25,151900,200000
68,2008-08-26,158800,200000
68,2008-08-27,82600,200000
68,2008-08-28,48900,200000
68,2008-08-29,6300,200000
68,2008-08-30,202600,300000
68,2008-08-31,262300,300000
8,2008-08-01,665449,340000
8,2008-08-02,177540,380000
8,2008-08-03,376300,390000
8,2008-08-04,330350,350000
8,2008-08-05,377490,350000
8,2008-08-06,54050,350000
8,2008-08-07,258250,350000
8,2008-08-08,314689,350000
8,2008-08-09,171180,390000
8,2008-08-10,517250,400000
8,2008-08-11,308420,350000
8,2008-08-12,148550,350000
8,2008-08-13,445170,350000
8,2008-08-14,1082500,350000
8,2008-08-15,520700,350000
8,2008-08-16,493740,400000
8,2008-08-17,390710,400000
8,2008-08-18,236030,350000
8,2008-08-19,525346,350000
8,2008-08-20,576270,350000
8,2008-08-21,273810,350000
8,2008-08-22,377717,350000
8,2008-08-23,560300,400000
8,2008-08-24,657059,400000
8,2008-08-25,258790,350000
8,2008-08-26,680170,350000
8,2008-08-27,228577,350000
8,2008-08-28,205600,350000
8,2008-08-29,119031,350000
8,2008-08-30,239558,400000
8,2008-08-31,527738,400000
11,2008-08-01,115890,100000
11,2008-08-02,139570,120000
11,2008-08-03,107120,120000
11,2008-08-04,50000,100000
11,2008-08-05,61510,100000
11,2008-08-06,77350,100000
11,2008-08-07,94050,100000
11,2008-08-08,71620,100000
11,2008-08-09,67990,120000
11,2008-08-10,78550,120000
11,2008-08-11,83460,100000
11,2008-08-12,108900,100000
11,2008-08-13,151100,100000
11,2008-08-14,91900,100000
11,2008-08-15,138270,100000
11,2008-08-16,124900,120000
11,2008-08-17,88250,120000
11,2008-08-18,187190,100000
11,2008-08-19,68650,100000
11,2008-08-20,208050,100000
11,2008-08-21,111150,100000
11,2008-08-22,223250,180000
11,2008-08-23,188950,180000
11,2008-08-24,270000,180000
11,2008-08-25,210660,100000
11,2008-08-26,45460,100000
11,2008-08-27,78460,100000
11,2008-08-28,78950,100000
11,2008-08-29,99100,100000
11,2008-08-30,101980,120000
11,2008-08-31,22080,120000
2,2008-08-01,88600,180000
2,2008-08-02,325800,270000
2,2008-08-03,109200,270000
2,2008-08-04,164100,180000
2,2008-08-05,37400,0
2,2008-08-06,191700,180000
2,2008-08-07,0,180000
2,2008-08-08,305600,180000
2,2008-08-09,217100,270000
2,2008-08-10,276800,270000
2,2008-08-11,317800,180000
2,2008-08-12,556800,180000
2,2008-08-13,461000,180000
2,2008-08-14,199000,160000
2,2008-08-15,227900,160000
2,2008-08-16,321000,300000
2,2008-08-17,128000,300000
2,2008-08-18,224400,200000
2,2008-08-19,27800,0
2,2008-08-20,130900,200000
2,2008-08-21,0,200000
2,2008-08-22,97600,200000
2,2008-08-23,42000,250000
2,2008-08-24,85000,230000
2,2008-08-25,260400,180000
2,2008-08-26,121900,200000
2,2008-08-27,71000,200000
2,2008-08-28,37800,180000
2,2008-08-29,239900,180000
2,2008-08-30,150000,180000
2,2008-08-31,277000,160000
1,2008-08-01,248400,500000
1,2008-08-02,265500,700000
1,2008-08-03,163700,600000
1,2008-08-04,202400,300000
1,2008-08-05,223400,300000
1,2008-08-06,265000,300000
1,2008-08-07,188700,300000
1,2008-08-08,492100,300000
1,2008-08-09,101400,450000
1,2008-08-10,299000,400000
1,2008-08-11,291800,300000
1,2008-08-12,466700,300000
1,2008-08-13,364400,300000
1,2008-08-14,443400,300000
1,2008-08-15,493500,350000
1,2008-08-16,256700,450000
1,2008-08-17,265800,400000
1,2008-08-18,506000,200000
1,2008-08-19,379900,300000
1,2008-08-20,411900,300000
1,2008-08-21,218000,300000
1,2008-08-22,666900,300000
1,2008-08-23,250900,400000
1,2008-08-24,1058900,350000
1,2008-08-25,1351600,250000
1,2008-08-26,555800,250000
1,2008-08-27,548500,450000
1,2008-08-28,377800,450000
1,2008-08-29,226800,500000
1,2008-08-30,178900,800000
1,2008-08-31,412800,600000
4,2008-08-01,67400,150000
4,2008-08-02,72400,300000
4,2008-08-03,23800,250000
4,2008-08-04,42400,150000
4,2008-08-05,172200,150000
4,2008-08-06,20800,150000
4,2008-08-07,138900,150000
4,2008-08-08,56000,150000
4,2008-08-09,58400,300000
4,2008-08-10,87400,250000
4,2008-08-11,192600,150000
4,2008-08-12,175000,150000
4,2008-08-13,324400,150000
4,2008-08-14,220400,150000
4,2008-08-15,28000,150000
4,2008-08-16,106600,250000
4,2008-08-17,32800,200000
4,2008-08-18,288000,100000
4,2008-08-19,335900,100000
4,2008-08-20,36000,100000
4,2008-08-21,12000,100000
4,2008-08-22,175000,100000
4,2008-08-23,46000,200000
4,2008-08-24,122000,150000
4,2008-08-25,107000,120000
4,2008-08-26,150000,120000
4,2008-08-27,184800,120000
4,2008-08-28,28000,120000
4,2008-08-29,52800,120000
4,2008-08-30,139500,200000
4,2008-08-31,138000,150000
5,2008-08-01,138000,120000
5,2008-08-02,82000,230000
5,2008-08-03,161000,230000
5,2008-08-04,500400,100000
